,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
22,694,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,19.55,725,0
23,568,1,0,0,0,32,1,0,1,0,0,0,2,2,2,0,1,2,96.2,2379,1
24,2925,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,4685,1
25,4352,0,1,1,0,72,1,2,1,2,0,0,0,0,0,2,0,0,78.5,3986,0
26,2499,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,3268,1
27,1597,0,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,25.75,1851,0
28,1401,1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,3,104.1,3870,1
29,3129,1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,4491,0
30,217,1,0,1,1,67,1,0,0,2,2,2,0,2,2,2,0,1,81.35,3859,0
31,2778,0,0,1,1,40,1,2,1,0,2,2,0,2,0,0,1,1,96.35,2865,0
32,370,1,0,0,0,65,1,2,1,2,0,0,2,0,2,1,0,2,93.55,4259,0
33,993,0,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,19.7,2245,0
34,2670,0,1,0,0,46,1,2,0,0,0,2,2,0,2,1,1,1,69.1,2432,0
35,4928,1,0,0,0,11,0,1,0,0,2,0,2,0,0,0,1,2,35.65,3104,0
36,5832,0,0,1,0,49,1,0,1,0,2,2,0,2,2,0,0,2,99.4,3650,0
37,655,0,0,1,0,68,0,1,0,2,0,2,0,2,2,1,1,2,54.4,2745,0
38,2879,0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.3,1207,0
39,3880,0,1,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,83.8,944,0
40,11,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,68.95,2605,0
41,2758,1,0,0,1,53,1,0,0,2,2,0,2,0,0,1,0,1,62.85,2538,0
42,837,1,1,1,0,54,1,2,1,0,2,2,2,2,2,2,1,2,110.45,4262,0
43,4986,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,45.3,1343,1
44,307,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,242,1
45,2191,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85,1311,0
46,2660,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,1,2,55.3,1338,1
47,2634,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1188,0
48,2536,1,0,1,0,8,1,0,0,0,2,2,0,0,0,0,1,3,54.75,3236,0
49,5584,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.0,5521,1
50,1642,0,0,1,1,64,1,2,1,2,2,0,2,2,2,2,0,0,110.3,4730,0
51,5111,1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,18.8,158,0
52,4369,0,1,1,0,1,1,2,1,0,0,2,0,2,2,0,1,2,100.8,4,1
53,2649,0,1,1,0,20,1,0,0,0,2,0,0,0,2,0,1,2,60.0,408,0
54,5187,0,1,0,0,26,1,2,0,0,0,0,2,0,2,0,1,2,66.05,969,0
55,5591,0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,79.75,891,1
56,5390,1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,2345,0
57,1053,0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,0,3,25.45,535,0
58,4881,0,0,0,0,70,1,2,1,2,2,2,0,2,2,2,1,3,111.15,5062,0
59,2810,1,0,0,0,31,1,0,0,0,0,2,2,0,0,0,1,2,55.25,1044,1
60,714,0,0,0,0,7,1,0,0,0,0,0,2,2,0,0,1,3,59.5,3042,1
61,3720,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.35,1848,0
62,4046,1,1,0,0,20,1,2,1,0,0,2,0,2,2,0,1,2,98.55,1201,1
63,2231,1,0,0,0,35,1,0,0,2,2,2,0,0,0,1,0,3,61.2,1416,0
64,501,1,0,0,0,6,1,0,0,0,0,2,0,2,0,0,0,3,60.9,3028,0
65,324,0,0,1,1,72,1,2,0,2,2,0,2,2,0,2,0,3,74.55,3876,0
66,562,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,19.65,1793,0
67,1353,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,48.75,1132,0
68,2087,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,285,0
69,5501,1,0,1,0,69,1,0,0,2,2,2,2,2,2,2,1,3,84.7,4147,0
70,2294,0,0,0,0,3,0,1,0,2,0,0,2,0,0,0,0,3,34.25,607,1
71,2678,0,1,1,0,71,1,2,1,2,0,0,0,0,0,2,1,1,80.7,4027,0
72,5387,1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,19.45,2527,0
73,758,0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,19.7,4212,0
74,4018,0,0,0,0,23,1,0,1,0,2,2,2,0,0,0,0,0,83.2,1425,0
75,4883,1,1,1,0,9,1,0,2,1,1,1,1,1,1,1,0,1,19.85,1181,0
76,3643,1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,1,3,19.15,4416,0
77,5597,0,0,1,1,6,1,0,0,0,0,0,0,2,0,0,0,2,54.85,2632,0
78,1958,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,75.05,4956,1
79,3547,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,25.1,1219,0
80,5424,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,2824,0
81,895,1,0,1,1,7,1,0,1,0,2,0,2,2,0,0,1,2,89.75,4267,1
82,495,1,0,0,0,70,0,1,0,2,0,2,2,0,2,2,0,0,48.4,2557,0
83,968,1,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.9,179,0
84,4197,1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,51.75,1398,1
85,1263,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,2,92.4,4613,0
86,5576,1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,45.25,2349,0
87,4374,1,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.8,859,0
88,3385,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,3720,0
89,4157,0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,20.1,1583,1
90,4566,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,74.9,732,1
91,128,0,0,0,0,72,1,0,1,2,2,2,2,2,2,2,1,2,109.9,5020,0
92,5406,1,0,0,1,11,1,2,1,0,0,2,0,0,0,0,1,3,78.0,5349,0
93,5089,1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,91.4,3264,1
94,5570,1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,0,2,74.95,2304,1
95,2274,1,0,1,0,30,1,0,0,0,0,2,0,0,0,0,1,3,50.0,742,0
96,3104,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,1414,0
97,656,1,0,1,0,17,0,1,0,0,2,0,0,2,2,0,1,3,49.8,5303,0
98,5712,0,1,0,0,34,0,1,0,0,2,2,0,2,2,0,1,2,56.25,1101,0
99,2192,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,1,2,30.4,5082,1
100,4251,1,0,0,1,55,1,0,2,1,1,1,1,1,1,1,0,0,19.1,7,0
101,4996,0,1,0,0,5,1,0,0,2,2,0,2,0,0,0,0,1,59.9,2127,0
102,569,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,1,3,20.0,1339,0
103,4580,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,79.6,5137,1
104,5398,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.45,483,0
105,4382,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,74.85,856,1
106,65,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,3700,1
107,4723,1,0,0,0,35,1,0,2,1,1,1,1,1,1,2,1,3,20.2,4641,0
108,5045,0,0,0,0,58,1,2,0,2,2,2,2,0,0,1,1,1,71.1,3130,0
109,5365,0,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,109.2,5052,0
110,2126,1,0,1,1,68,1,0,0,2,2,2,2,0,0,2,0,1,62.65,3182,0
111,1915,1,0,0,0,26,1,0,0,0,0,0,2,2,0,1,0,1,59.45,783,0
112,3266,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,2,45.05,3767,0
113,4958,1,0,1,1,25,1,2,0,0,0,0,0,2,0,0,0,2,60.35,634,0
114,4194,1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,114.95,5248,0
115,308,1,0,0,1,70,1,2,1,2,2,2,2,2,2,2,1,2,114.6,5124,0
116,3033,1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,3,50.15,3625,1
117,5079,1,0,0,0,26,1,2,1,2,2,0,0,0,0,0,1,1,86.65,1579,0
118,2043,0,0,1,1,2,1,0,0,0,0,0,0,2,2,0,0,3,65.7,531,1
119,1665,0,0,1,1,28,1,0,2,1,1,1,1,1,1,1,0,3,19.9,3874,0
120,3722,0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.85,307,0
121,4103,0,0,1,1,58,0,1,0,2,0,2,2,2,2,2,0,3,59.75,2681,0
122,3032,0,1,1,0,29,0,1,0,2,0,2,0,0,2,0,1,2,45.0,361,0
123,52,1,0,0,0,16,1,2,0,0,2,2,0,0,2,0,1,0,71.4,335,0
124,5060,1,1,1,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101.0,3192,1
125,1504,1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,75.4,2827,0
126,4564,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,118.75,5389,0
127,1960,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.45,584,0
128,208,1,0,1,0,65,1,0,2,1,1,1,1,1,1,2,1,1,20.4,651,0
129,2215,0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,2861,0
130,5235,1,0,0,0,52,1,0,1,0,0,2,0,0,2,0,1,1,83.8,3156,0
131,2501,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,2452,1
132,1529,1,0,1,1,71,1,0,1,2,2,2,2,2,2,2,0,1,109.3,5074,0
133,3084,1,0,0,0,54,1,2,1,0,0,2,0,0,2,0,0,1,89.4,3528,0
134,3920,0,0,1,1,15,1,0,0,0,2,2,2,2,2,0,0,0,76.5,253,0
135,1814,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,3,24.6,1282,0
136,4533,1,1,1,0,50,1,2,1,2,0,2,0,2,2,2,1,1,105.05,3728,0
137,3587,1,0,1,1,19,1,2,1,0,0,0,0,0,2,0,1,2,83.65,728,1
138,2153,0,1,1,0,70,1,2,1,0,2,0,2,2,2,2,1,0,104.45,4896,0
139,2270,0,1,1,0,72,1,2,1,2,2,0,0,2,2,1,1,0,106.85,5036,0
140,1656,1,1,1,0,52,1,2,1,0,2,2,0,2,2,1,1,0,105.1,3852,0
141,468,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,2,46.3,4424,0
142,5948,0,0,1,1,72,1,2,0,0,0,2,0,2,2,2,1,0,76.8,3897,0
143,183,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,1689,1
144,1404,1,0,0,0,58,1,0,1,2,2,0,0,2,2,1,0,0,99.15,4058,0
145,2760,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.35,1379,0
146,3549,1,0,1,0,35,1,2,1,0,0,0,2,0,2,0,1,0,89.85,2361,0
147,1907,0,0,1,1,50,1,2,1,0,0,0,0,2,0,0,1,0,84.4,3002,1
148,3663,1,0,1,0,41,1,0,2,1,1,1,1,1,1,2,1,2,19.75,5439,0
149,4752,1,0,1,1,72,1,2,0,2,2,2,0,0,0,2,0,1,64.45,3432,0
150,1729,0,0,0,0,30,1,2,0,0,2,2,0,2,0,1,1,1,68.95,1430,0
151,1739,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,3,24.4,2668,1
152,4687,1,0,0,0,15,0,1,0,0,0,0,2,0,0,0,1,2,29.7,3188,1
153,1171,1,0,1,1,37,1,0,0,2,0,2,2,0,0,1,1,3,58.75,1574,0
154,2846,1,0,1,1,72,1,0,0,0,2,2,0,2,2,2,1,0,75.4,3903,0
155,4980,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1068,0
156,4790,1,0,1,0,70,1,2,1,2,2,2,2,2,2,2,0,1,114.3,5260,0
157,5043,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1274,1
158,3011,1,0,1,0,23,1,2,1,0,2,2,0,0,0,0,0,2,84.25,1346,0
159,3275,0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,1,74.6,3902,0
160,4739,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,5313,1
161,5848,0,0,1,1,26,0,1,0,2,2,0,2,0,0,0,0,1,38.85,49,0
162,5698,1,0,0,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.65,5493,0
163,1970,0,0,1,1,23,0,1,0,2,0,0,2,0,0,2,0,3,34.6,5231,0
164,5654,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,671,1
165,2024,1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,1443,0
166,2967,1,0,0,0,27,1,2,0,0,0,2,2,0,0,0,0,2,59.45,917,0
167,1198,0,0,1,0,37,1,0,2,1,1,1,1,1,1,0,0,0,19.5,5197,0
168,3924,1,0,0,0,45,1,0,1,2,2,2,2,2,2,1,0,1,112.2,3657,0
169,182,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,69.95,2456,1
170,4346,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,3,23.85,993,0
171,750,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,2,54.3,1331,1
172,5158,0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,20.2,4943,0
173,5394,1,0,0,1,3,1,0,0,2,0,2,0,0,0,0,0,3,55.9,866,0
174,1954,1,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,3,19.15,2544,0
175,3699,1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,1,90.15,4344,0
176,5241,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.9,3215,0
177,3910,0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,0,0,100.5,4763,0
178,5747,1,0,0,0,37,1,2,1,2,0,0,0,2,0,0,1,2,91.15,2505,0
179,5578,1,0,1,0,64,1,2,0,0,2,0,2,0,2,1,1,3,70.15,3258,0
180,1290,0,1,1,0,37,1,0,1,0,0,2,2,2,0,0,0,2,90.0,2509,0
181,4237,1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,4704,1
182,286,0,0,0,1,23,1,0,0,0,0,0,2,0,0,1,1,2,49.45,191,0
183,1274,0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,79.2,1079,1
184,4309,0,1,1,0,26,1,0,0,0,0,2,0,0,2,1,0,3,60.7,899,0
185,4329,0,0,0,0,25,1,0,1,2,2,0,0,0,0,0,1,0,79.85,1405,1
186,5954,0,0,1,0,60,1,0,1,2,0,0,2,2,2,2,1,2,97.2,3993,0
187,3850,0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,5544,1
188,1280,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,89.3,4423,0
189,4872,0,1,0,0,27,1,2,1,0,0,0,0,0,2,0,1,2,85.25,1656,1
190,5766,0,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,89.45,1757,1
191,2135,1,0,1,1,58,1,2,1,0,2,0,2,2,0,1,1,1,94.7,3875,0
192,5135,0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,75.35,50,1
193,3523,1,0,1,1,71,1,0,0,2,0,2,2,0,2,2,1,1,70.85,3608,0
194,3645,0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,29.05,3214,0
195,4363,0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,1,0,20.6,5267,0
196,5743,1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,0,0,25.4,928,0
197,2934,0,1,0,0,57,1,2,1,2,0,2,2,0,2,2,0,1,101.3,4094,0
198,3900,0,0,0,0,45,1,2,1,0,0,2,2,0,0,0,1,2,87.25,2877,1
199,2275,1,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,116.55,5235,0
200,4728,1,0,1,0,68,1,2,1,2,2,0,2,2,2,0,1,2,107.7,4881,0
201,2993,0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7,3714,0
202,1410,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,2,115.15,5300,0
203,4543,1,1,0,0,24,1,2,1,0,0,0,0,0,0,0,1,2,76.1,1037,1
204,4059,1,0,1,1,67,1,0,0,2,0,2,2,0,0,2,1,0,60.4,2886,0
205,197,0,0,0,0,68,0,1,0,2,2,2,2,2,2,2,0,1,64.35,3314,0
206,193,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,1,19.6,3108,0
207,3964,1,0,1,0,71,0,1,0,0,2,0,0,2,2,2,0,2,49.35,2609,1
208,5933,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,24.4,1751,0
209,4984,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.5,773,0
210,2655,1,1,1,0,69,1,2,1,2,0,2,2,2,2,1,1,3,110.55,5012,0
211,1784,0,1,1,0,40,1,0,1,0,2,0,2,2,2,1,1,1,99.2,2970,1
212,5535,0,1,0,0,18,1,0,1,0,0,2,0,0,2,0,1,2,84.95,697,0
213,2465,1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,1,94.65,1487,1
214,5354,1,0,1,1,69,0,1,0,2,0,2,2,0,0,2,0,3,39.1,2068,0
215,1749,0,1,0,0,62,1,2,1,0,0,0,0,2,0,1,0,2,84.45,3599,0
216,2175,0,0,0,0,56,1,0,2,1,1,1,1,1,1,2,0,0,19.7,85,0
217,1580,0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.9,1058,0
218,5977,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,18.9,1148,0
219,2227,1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.55,353,0
220,134,1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,1161,1
221,4326,1,1,1,0,16,1,0,0,2,2,0,0,0,0,0,1,0,54.55,5262,0
222,4924,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.85,3697,0
223,4973,0,0,1,0,72,1,2,0,2,2,0,2,2,2,2,1,0,86.4,4253,0
224,5000,0,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,34.65,1807,0
225,4781,0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,1,3,24.85,3160,0
226,1982,0,0,1,0,14,1,0,1,0,0,0,0,0,2,0,1,2,78.1,198,0
227,1613,1,0,0,0,64,1,2,1,0,2,0,2,2,2,1,1,1,105.65,4693,1
228,342,0,0,0,0,25,1,2,0,2,2,2,2,2,0,0,1,0,78.35,1190,0
229,4087,1,0,1,1,70,1,2,0,0,2,2,2,2,2,2,1,1,85.95,4183,0
230,771,1,0,0,0,66,1,0,2,1,1,1,1,1,1,2,0,0,19.35,384,0
231,5065,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,4791,1
232,4478,0,0,1,0,53,1,2,1,0,0,0,2,0,2,1,1,2,91.15,3524,0
233,2524,0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,2,56.25,2845,1
234,5497,0,0,0,0,59,1,0,1,0,0,2,0,2,2,2,0,2,95.8,4017,0
235,2488,1,0,0,0,31,1,0,1,0,2,0,2,0,0,0,1,2,78.45,1788,1
236,234,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,1661,1
237,3765,0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,5603,1
238,1097,1,0,0,0,48,1,2,1,0,2,2,0,2,2,1,1,1,106.1,3688,1
239,5104,1,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,3,56.7,215,1
240,2706,1,1,1,0,70,1,2,1,0,2,2,0,2,2,0,1,2,102.95,4793,1
241,5724,0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,1312,1
242,2863,1,0,1,0,47,1,2,1,2,0,2,2,2,2,1,1,1,110.85,3791,1
243,485,0,0,0,1,24,1,0,2,1,1,1,1,1,1,1,0,0,21.05,3819,0
244,1079,1,0,1,0,31,1,0,1,0,0,2,0,2,2,1,1,2,93.8,2183,0
245,5470,0,0,0,0,54,1,2,1,0,2,2,2,2,2,0,0,2,111.1,4227,1
246,2138,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,55.05,3913,0
247,1366,0,0,1,1,12,0,1,0,2,0,0,2,0,0,1,0,1,33.15,3230,0
248,5655,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,0,18.75,3809,0
249,5142,1,0,1,0,48,1,2,0,0,2,2,0,0,2,1,1,1,70.55,2541,0
250,421,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.45,4919,1
251,1267,1,0,1,0,71,1,2,0,2,2,0,2,0,0,2,0,0,65.15,3400,0
252,54,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,1278,1
253,5190,1,0,0,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.8,666,0
254,90,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,2454,0
255,4934,0,1,1,0,66,1,2,0,0,2,2,0,2,2,2,1,0,80.55,3785,1
256,3480,1,0,1,1,50,1,0,2,1,1,1,1,1,1,1,1,3,20.35,5519,0
257,546,0,1,0,0,63,1,2,1,0,0,2,0,0,2,0,1,0,89.6,3945,0
258,3441,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.05,3267,1
259,4912,0,0,0,0,6,0,1,0,0,0,0,2,2,2,1,1,3,49.25,1892,0
260,2467,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,50.55,1792,0
261,2666,0,0,1,1,35,1,2,0,2,0,2,2,2,0,0,0,2,72.25,1907,1
262,5409,0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,2,118.65,5337,0
263,2743,0,0,0,0,42,1,0,0,0,0,2,2,0,2,2,0,1,66.5,2061,0
264,4145,0,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,1,19.45,330,0
265,5279,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,49.8,3557,0
266,2736,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.85,4689,1
267,5151,1,0,1,0,69,1,2,1,2,2,2,2,0,2,1,1,1,107.2,4880,0
268,4486,1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,93.35,2316,0
269,2821,0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,20.0,3055,0
270,2012,1,0,1,1,13,1,2,2,1,1,1,1,1,1,1,0,0,24.5,2545,0
271,3238,0,0,0,0,28,1,0,0,2,2,0,0,0,0,0,0,2,56.05,802,0
272,582,0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,0,80.85,4124,0
273,5012,1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,70.5,4203,0
274,3596,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,5107,0
275,3490,0,1,0,0,52,1,2,0,2,0,2,0,0,0,2,0,0,59.85,2326,0
276,1285,0,0,1,0,34,1,2,0,2,0,0,2,0,0,0,1,0,60.85,1392,0
277,5436,1,0,1,1,71,1,0,1,2,2,2,2,2,0,2,0,1,100.2,4840,0
278,5514,0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,1,19.65,261,0
279,2396,0,0,1,0,31,1,0,0,2,0,0,2,0,2,1,1,2,64.0,1296,0
280,5289,0,1,1,0,1,1,2,1,0,2,0,0,2,0,0,1,2,90.6,5444,1
281,4107,0,0,1,1,49,1,2,2,1,1,1,1,1,1,2,0,3,25.25,334,0
282,4583,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,20.25,3854,0
283,521,0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,3533,0
284,5329,0,1,1,0,35,1,2,1,2,2,0,2,2,0,0,1,0,100.5,2704,1
285,5087,1,0,0,0,2,1,0,1,0,2,0,0,2,2,0,0,2,95.65,990,1
286,5574,0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,43.95,1396,0
287,3127,0,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,19.25,4318,0
